model_id,component,n_bins,f_sat_target,alpha_s,f_sat_actual,rms_fractional_residual,mean_abs_fractional_residual,chi2_diag_jk_raw,rms_pull_jk,selected_for_paper,selection_reason,diagcov_chi2_total,diagcov_chi2_cov,diagcov_chi2_total_cov,diagcov_chi2_xi0,diagcov_chi2_xi2,diagcov_chi2_wp,diagcov_rank,fullcov_chi2_total,fullcov_chi2_cov,fullcov_chi2_total_cov,fullcov_chi2_xi0,fullcov_chi2_xi2,fullcov_chi2_wp,fullcov_rank
tng3002_fsat0p120_alphaS0p600,xi2,28,0.12,0.6,0.12008733624454149,1.2481726235264874,0.6696564568775948,2606.828558967166,9.648886980533717,0,,624.8313874448293,1989.9242966629315,1989.9242968461153,218.59668470553294,325.83951972112357,80.3951828349889,16,624.8313874448293,1096.8448484046403,1096.8448485878241,218.59668470553294,325.83951972112357,80.3951828349889,18
tng3002_fsat0p120_alphaS0p800,all,72,0.12,0.8,0.12008733624454149,0.7098251602763248,0.4417147576935532,7804.106549062529,10.411069528966731,0,,443.3730100808139,1807.266779782901,1807.2667799660849,215.7498558396193,148.06046356848213,79.56269048952862,10,443.3730100808139,932.8345776788361,932.83457786202,215.7498558396193,148.06046356848213,79.56269048952862,7
tng3002_fsat0p120_alphaS0p800,wp,16,0.12,0.8,0.12008733624454149,0.2875090811771695,0.19549758790239355,1281.8676054981042,8.950794676654779,0,,443.3730100808139,1807.266779782901,1807.2667799660849,215.7498558396193,148.06046356848213,79.56269048952862,10,443.3730100808139,932.8345776788361,932.83457786202,215.7498558396193,148.06046356848213,79.56269048952862,7
tng3002_fsat0p120_alphaS0p800,xi0,28,0.12,0.8,0.12008733624454149,0.7215684832325517,0.46621322195559145,4601.583194373895,12.81960439880751,0,,443.3730100808139,1807.266779782901,1807.2667799660849,215.7498558396193,148.06046356848213,79.56269048952862,10,443.3730100808139,932.8345776788361,932.83457786202,215.7498558396193,148.06046356848213,79.56269048952862,7
tng3002_fsat0p120_alphaS0p800,xi2,28,0.12,0.8,0.12008733624454149,0.8530665882487506,0.5579118190264631,1920.6557491905285,8.282200684925234,0,,443.3730100808139,1807.266779782901,1807.2667799660849,215.7498558396193,148.06046356848213,79.56269048952862,10,443.3730100808139,932.8345776788361,932.83457786202,215.7498558396193,148.06046356848213,79.56269048952862,7
tng3002_fsat0p120_alphaS1p000,all,72,0.12,1.0,0.12008733624454149,0.635639579721843,0.4234452178364853,7677.3057177635455,10.32614381461198,0,,387.3461753013572,1777.9023767452422,1777.902376928426,212.04049793612236,96.15468536990423,79.15099181214683,8,387.3461753013572,946.2823511571563,946.2823513403401,212.04049793612236,96.15468536990423,79.15099181214683,8
tng3002_fsat0p120_alphaS1p000,wp,16,0.12,1.0,0.12008733624454149,0.2865903481539761,0.19551782992090533,1272.5543594234596,8.918219971718921,0,,387.3461753013572,1777.9023767452422,1777.902376928426,212.04049793612236,96.15468536990423,79.15099181214683,8,387.3461753013572,946.2823511571563,946.2823513403401,212.04049793612236,96.15468536990423,79.15099181214683,8
tng3002_fsat0p120_alphaS1p000,xi0,28,0.12,1.0,0.12008733624454149,0.7284479094954436,0.46384184536405026,4567.572703399898,12.772141423817557,0,,387.3461753013572,1777.9023767452422,1777.902376928426,212.04049793612236,96.15468536990423,79.15099181214683,8,387.3461753013572,946.2823511571563,946.2823513403401,212.04049793612236,96.15468536990423,79.15099181214683,8
tng3002_fsat0p120_alphaS1p000,xi2,28,0.12,1.0,0.12008733624454149,0.679252482723604,0.5132928119749661,1837.178654940188,8.100217490334503,0,,387.3461753013572,1777.9023767452422,1777.902376928426,212.04049793612236,96.15468536990423,79.15099181214683,8,387.3461753013572,946.2823511571563,946.2823513403401,212.04049793612236,96.15468536990423,79.15099181214683,8
tng3002_fsat0p120_alphaS1p200,all,72,0.12,1.2,0.12008733624454149,0.6077044468587216,0.4213867356193226,7996.346139514119,10.538518067015268,0,,384.74267823529374,1851.7854217822169,1851.7854219654007,207.98038351241556,98.26964749018325,78.49264704951113,11,384.74267823529374,1029.5306383507948,1029.5306385339786,207.98038351241556,98.26964749018325,78.49264704951113,12
